Title,Ingredients,Steps,Loves,URL,Parser Ingredient
Tumis Tongkol Petai,2 bungkus tongkol -- 2 cabai gendot -- 2 papan petai -- 2 cabai rawit -- 2 bh cabai merah -- 3 bh b. Merah -- 3 bh b. Putih -- 2 lembar daun salam -- Secukupnya garam -- Secukupnya gula putih --,"Cuci bersih ikan tongkol, goreng sebentar -- Iris b. Merah, b. Putih, cabai merah, cabai rawit, cabai gendot. Tumis -- Masukan petai, tambahkan sedikit air. Masukan garam, gula pasir. Cek rasa. Sajikan --",6.0,/id/resep/4472513-tumis-tongkol-petai,tongkol cabai gendot petai cabai rawit cabai merah b merah b putih salam garam gula putih
Ikan Patin pedas manis,500 gr ikan patin -- 5 siung bawang merah iris tipis -- 4 siung bawang putih iris tipis -- 1/2 bawang bombay ukuran kecil iris tipis -- Cabai merah keriting (sesuai selera) iris tipis -- Cabai rawit setan (sesuai selera) biarkan utuh -- 1 ruas lengkuas digeprek -- 2 lembar daun jeruk -- 2 sendok makan kecap -- 3 batang bawang daun iris tipis --,"Ikan patin yang sudah dicuci bersih, dilumuri garam kemudian digoreng setengah kering -- Tumis irisan bawang merah, putih, bombay dan cabai sampai dengan harum -- Masukkan ikan yang sudah digoreng sebelumnya, kemudian tambahkan sedikit air -- Masukkan kecap, lengkuas, daun jeruk, garam dan gula. Koreksi rasa -- Biarkan sampai dengan meresap ke dalam daging ikan, setelah benar2 meresap terakhir masukkan irisan bawang daun dan cabai rawit setan, kemudian angkat dan sajikan --",0.0,/id/resep/4472909-ikan-patin-pedas-manis,ikan patin bawang merah bawang putih bawang bombay cabai merah keriting cabai rawit lengkuas jeruk kecap bawang
Gurame tahu tauco,1 ekor gurame -- 1 buah tahu kotak -- 1 buah jeruk nipis -- 1 buah bawang bombay -- 3 siung bawang putih -- 1 jari jahe -- 3 buah cabai hijau besar buang biji -- 2 buah cabai merah besar -- 5 sdm tauco -- Kecap asin -- Kecap manis -- Saos tiram -- Minyak wijen -- 1 sdt Angciu --,Balurin gurame dgn jeruk nipis goreng -- Goreng tahu kotak 2 -- Tumis bawang 2 ngan masukkan tauco -- Masukkan kecap dll -- Tambahkan sedikit air -- Siap disajikan test rasa kurang asin tambah garam ya kl tauconya asin gak usah pake garam lg --,4.0,/id/resep/4472819-gurame-tahu-tauco,ekor gurame tahu jeruk nipis bawang bombay bawang putih jahe cabai hijau cabai merah tauco kecap kecap manis saos tiram minyak wijen angciu
Ikan Patin,"5 potong Ikan patin -- 1 buah Jeruk nipis -- 1 buah Tomat uk. sedang -- 3 buah Cabai hijau keriting (boleh lebih) -- 2 buah Cabai rawit/ cengek (boleh lebih) -- 1 batang serai (geprek) -- 1/2 ruas Lengkuas (geprek) -- Bumbu-bumbu dihaluskan -- 8 siung Bawang merah -- 2 siung Bawang putih -- 5 buah Kemiri -- 1 sdt Kunyit bubuk -- 1 buah Cabai merah besar -- Nb: Jika hoby pedas, tambahkan cabai sesuai selera masing-masing 😊 --","Cuci bersih dan lumuri ikan dengan garam, perasan jeruk nipis selama 15 menit. -- Potong dan iris-iris tomat, cabai merah kecil, cabai rawit hijau dan lengkuas (geprek). -- Haluskan bumbu - bumbu seperti bawang merah, bawang putih, kemiri, kunyit, cabai merah besar. -- Tumis bumbu-bumbu halus serta cabai, serai, lengkuas dan tomat. -- Kemudian masukkan ikan patin. Aduk-aduk rata dan masukkan air 250 ml. Aduk2 tercampur smw dan diamkan hingga air menyusut (bumbu-bumbu meresap). Masukkan garam, test rasa. -- Angkat dan Sajikan...😄 --",4.0,/id/resep/4467693-ikan-patin,ikan patin jeruk nipis tomat cabai hijau keriting cabai rawit cengek serai lengkuas bawang merah bawang putih kemiri kunyit cabai merah hoby cabai
Gulai Ikan Kakap Merah khas Padang,"2 ekor Ikan Kakap merah ukuran agak besar, potong 2 -- 1/2 papan Tempe -- Bumbu Halus : -- 10 siung Bawang merah -- 5 siung Bawang putih -- 4 cm Jahe -- 4 cm Kunyit -- Bahan tambahan : -- 2 sdm cabai giling halus -- 2 lbr Daun kunyit -- 8 lbr Daun jeruk -- 2 btg Sereh -- 4 lbr Daun salam -- 4 bh Asam kandis -- Daun ruku ruku segenggam (bisa diganti daun kemangi) -- 15 butir Rawit merah -- 200 ml Santan kara -- 500 ml Air --","Tumis bumbu halus, cabai giling halus, daun kunyit, daun jeruk, daun salam, sereh dan asam kandis. -- Masukkan santan cair (santan kara sebagian besar cairkan dengan air 500 ml sisanya di masukkan terakhir), daun ruku ruku dan cabai rawit. -- Masukkan ikan, tempe, tunggu hingga mendidih kurang lebih 15 menit dengan api kecil. -- Masukkan sisa santan kara yang masih kental, aduk2 sampai mendidih kembali. -- Matikan api dan siap di sajikan. --",5.0,/id/resep/4472347-2-gulai-ikan-kakap-merah-khas-padang,ekor ikan kakap merah tempe bawang merah bawang putih jahe kunyit cabai kunyit jeruk sereh salam kandis ruku ruku kemangi rawit merah santan kara air
Gurame crispy asam manis ala amih fatih,Bumbu ikan : -- 1 ekor ikan gurame fillet -- 1 buah jeruk nipis -- 1 sdt lada bubuk -- 1/2 sdt garam -- 1 siung bawang putih -- 1 pack tepung serbaguna pedas -- 1 buah telur kocok lepas -- Saus : -- 1 buah bawang bombay iris -- 1 buah bawang putih iris -- 1 buah wortel potong sesuai selera -- 1 sdm saus tiram -- 5 sdm saus tomat -- 6 sdm saus sambal -- secukupnya Gula -- secukupnya Garam -- secukupnya Lada -- secukupnya Air --,"Cuci bersih ikan gurame filletnya -- Campurkan sampai merata ikan dengan perasan jeruk nipis, bawang putih, garam, lada -- Diamkan 15-20 menit -- Siapkan mangkok berisi telur yg sudah di kocok -- Siapkan tepung serbaguna -- Bila ikan sudah meresap, ambil ikan tersebut celupkan ke dalam telur lalu baluri dengan tepung serbaguna. -- Panaskan minyak untuk menggoreng. Masukan ikan yg sudah dilumuri tepung, goreng dengan api sedang sampai warna berubah kecoklatan -- Angkat dan sisihkan dulu -- Selanjutnya panaskan minyak untuk menumis. -- Masukkan bawang putih, bawang bombay. Masak hingga harum -- Lalu masukkan saus tiram, saus tomat, saus sambal, air secukupnya. Aduk hingga rata -- Masukkan gula, garam, lada, tes rasanya apakah sudah sesuai. -- Masukkan wortel hingga matang. -- Aduk terus supaya tidak gosong -- Bila sudah matang angkat dan taruh di mangkok. -- Sajikan ikan dengan dicocol saus asam manisnya atau disiram di atas ikannya --",7.0,/id/resep/4472654-gurame-crispy-asam-manis-ala-amih-fatih,ikan ekor ikan gurame fillet jeruk nipis lada garam bawang putih tepung serbaguna telur saus bawang bombay bawang putih wortel saus tiram saus tomat saus sambal gula garam lada air
Balado Tongkol & Tahu,1 buah ikan tongkol sedang (iris menjadi 10 Bagian) -- 5 buah tahu ukuran lecil -- 2 lembar daun jeruk -- secukupnya Gula & garam -- Bumbu halus : -- 5 buah bawang merah -- 2 buah bawang putih -- 10 cabai Merah -- 5 cabai rawit -- 1 buah tomat -- 1 buah Gula merah ukuran sedang --,"Bersihkan tongkol yang sudah di iris. Goreng sampai matang. -- Potong dadu tahu (ukuran kecil), goreng hingga kering. -- Tumis bumbu yang sudah dihaluskan hingga wangi, masukkan daun jeruk, gula dan garam. Masukan air secukupnya. -- Masukkan tongkol & tahu yang sudah digoreng. diamkan hingga mendidih & bumbu meresap. -- Sajikan dan siap dihidangkan. 😉 --",1.0,/id/resep/4472474-balado-tongkol-tahu,ikan tongkol tahu lecil jeruk gula garam bawang merah bawang putih cabai merah cabai rawit tomat gula merah
Balado Ikan Sarden,5 ekor ikan sarden -- Jeruk nipis -- secukupnya Garam -- Bumbu balado -- 15 buah cabai keriting -- 5 siung bawang merah -- 1 buah tomat -- secukupnya Garam + gula + penyedap rasa --,"Bersihkan ikan lalu lumuri dengan jeruk nipis dan garam dan biarkan 5 menit sampai garam meresap -- Goreng ikan sampai garing.lalu tiriskan -- Untuk membuat bumbu balado. Haluskan semua bumbu lalu tumis sampai masak dan keluar minyak. -- Masukan garam gula dan penyedap rasa lalu koreksi rasa -- Masukan ikan goreng tadi ke dalam bumbu balado, aduk sebentar lalu tiriskan. -- Dan jadi ikan sarden balado --",1.0,/id/resep/4472671-balado-ikan-sarden,ekor ikan sarden jeruk nipis garam cabai keriting bawang merah tomat garam gula penyedap
Ikan Nila (saos pedas asam manis),1 ekor ikan nila ukuran jumbo -- 1 ons Selada -- 3 batang buncis (di potong panjang) -- 1 buah kentang (di bagi 4) -- 1/2 wortel (di potong korek api) -- Bahan saos : -- 1 bawang bombay ukuran kecil -- 3 siung bawang putih -- 7 sdm saos sambal -- 5 sdm saos tomat -- 3 sdm saos tiram -- 1 sdt garam -- 1 sdt lada / merica bubuk -- Minyak goreng -- 4 gelas air --,"Panas kan minyak goreng -- Masukkan ikan nila sampai terendam seluruhnya -- Goreng sampai kecoklatan dan matang -- Angkat dan tiriskan -- Rebus kentang wortel dan buncis dengan 3 gelas air dan 1/2 sdt garam -- Angkat dan tiriskan rebusannya -- Cara membuat saos : -- Geprek dan cincang bawang putih, iris bawang bombay -- Tumis bawang putih dan bawang bombay dengan sedikit minyak sampai harum -- Masukkan saos tomat, saos sambal, dan saos tiram -- Masukkan segelas air -- Masukkan 1/2 sdt garam dan lada/merica bubuk -- Masak hingga mendidih -- Tata ikan dalam piring sesuai selera, letakkan ikan nila yg sudah di goreng dan siram dengan saos pedas asam manis -- Selesai --",1.0,/id/resep/4472502-ikan-nila-saos-pedas-asam-manis,ekor ikan nila jumbo selada buncis kentang wortel korek saos bawang bombay bawang putih saos sambal saos tomat saos tiram garam lada merica minyak air
Sarden kangkung 😘,1 kaleng ikan sarden(botan) -- 1 kangkung-- 4 siung bawang putih-- 5 siung bawang merah(iris) -- cabai rawit -- 1 btng daun bawang -- 1 batang sereh -- 2 ruas jari jahe -- 2 lembar daun jeruk -- secukupnya Garam -- secukupnya Royco -- secukupnya Gula -- secukupnya Kecap -- secukupnya Air -- Minyak untuk menumis bumbu -- 1 kaleng ikan sarden(botan) -- 1 gengam kangkung  -- 4 siung bawang putih(iris) -- 5 siung bawang merah(iris) -- sesuai selera cabai rawit -- 1 batang daun bawang -- 1 batang sereh-- 2 ruas jari jahe -- 2 lembar daun jeruk -- secukupnya Garam -- secukupnya Royco -- secukupnya Gula -- secukupnya Kecap -- secukupnya Air -- Minyak untuk menumis bumbu --,"Tumis semua bumbu sampai harum, masukan ikan sarden, tambahkan air, lalu royco,gula,garam,dan kecap, setelah men ddih, masukan kangkunh, masak sampai kangkung matang, tes rasa lalau angkat dan sajikan -- Nikmat d makan dengan nasi hangat -- Nikmat d makan dengan nasi hangat --",2.0,/id/resep/4472300-sarden-kangkung-%F0%9F%98%98,kaleng ikan sarden botan kangkung bawang putih bawang merah cabai rawit bawang sereh jahe jeruk garam royco gula kecap air minyak kaleng ikan sarden botan kangkung bawang putih bawang merah cabai rawit bawang sereh jahe jeruk garam royco gula kecap air minyak
Bandeng presto,"3 kg bandeng,bersihkan -- Bumbu halus : -- 3 ruas jari kunyit -- 5 buah bawang merah -- 7 buah bawang putih -- 1 ruas jahe -- 1/2 sdt ketumbar -- Secukupnya garam -- Bumbu cemplung -- 2 ruas lengkuas -- 2 lembar daun salam -- 1 batang serai -- 2 lembar daun jeruk -- Secukupnya air -- Secukupnya kocokan telur --","Susun bandeng dalam panci presto.tambahkan bumbu halus dan bumbu cemplung.tambah kan air secukupnya sampai smua ikan terendam. -- Masak selama 1,5 jam.dinginkan.potong2 dan goreng dengan balutan telur --",4.0,/id/resep/4472365-bandeng-presto,bandeng kunyit bawang merah bawang putih jahe ketumbar garam lengkuas salam serai jeruk air telur
Mujair bumbu pepes,5 bh mujair uk sedang -- 5 btr bawang merah -- 2 siung bawang putih -- 1 cm jahe -- 2 btr kemiri -- 1 sdt kunyit halus -- 7 bh cabai rawit -- 1 lbr daun kunyit sobek sobek -- 1 bh tomat potong kecil kecil --,"Haluskan semua bumbu kecuali kunyit dan daun kunyit, -- Tumis semua bumbu dengan 4 sdm minyak beri air sedikit aduk,biarkan bumbu sampai matang, -- Bila bumbu sudah matang, masukkan ikan yg sudah dibersihkan,aduk sampai ikan terbalut bumbu, diamkan sesaat, beri tomat dan air 1 gls masak ikan sampai matang dan kuah mengering dengan membalik 1x, tutup,koreksi rasa, sajikan mujair bumbu pepes hangat ataupun dingin -- Met mencoba yaa --",1.0,/id/resep/4472221-mujair-bumbu-pepes,mujair bawang merah bawang putih jahe kemiri kunyit cabai rawit kunyit tomat
Ikan dencis bumbu sarden pedas nyemek-nyemek,"9 ekor ikan dencis sebesar setengah telapak tangan yg digoreng -- 9 butir telur puyuh yg sudah di rebus -- 1 ons terong ungu (ganti tahu/kentang) di goreng layu -- Bumbu halus : -- 1 ons cabai merah -- 15 butir cabai rawit -- 1 butir kemiri -- 2 ons tomat merah -- 7 siung bawang putih -- 10 siung bawang merah -- 1/2 sdt merica putih -- Bumbu yg di iris-iris : -- 1 ons tomat merah -- 6 butir cabai rawit belah dua -- 5 buah cabai merah besar -- 2 ons bawang bombay -- 1 lembar daun jeruk koyak jadi dua -- Minyak untuk menumis -- 200 ml Air -- secukupnya Garam -- Gula diabetasol setengah bungkus (opsi,, bisa pake gula biasa) -- 1/2 sdm saus cabai -- Penyedap (opsi) --","Haluskan semua bumbu halus, sehalus-halusnya. Tumis hingga benar-benar tanak. -- Masukkan ikan dan terong yg sudah di goreng. Telur belakangan yaaa! -- Masukkan bumbu yg diiris, gula, garam, saus, penyedap. -- Masukkan air serta daun jeruk. -- Ketika hampir tanak masukkan telur. -- Setelah tanak, angkat dan sajikan 😊☺️ --  --",2.0,/id/resep/4471955-ikan-dencis-bumbu-sarden-pedas-nyemek-nyemek,ekor ikan dencis telur puyuh terong ungu tahu kentang layu cabai merah cabai rawit kemiri tomat merah bawang putih bawang merah merica putih tomat merah cabai rawit cabai merah bawang bombay jeruk minyak air garam gula diabetasol gula saus cabai penyedap
Sambal ikan Lele,1/2 kg ikan lele -- 10 buah cabai merah keriting -- 5 buah cabai rawit -- 2 buah tomat ukuran sedang -- 4 siung bawang.merah -- 3 siung bawang putih -- 2 biji kemiri -- 1 cm jahe -- 1 cm Terasi bakar -- 1 bauh Jeruk sambal kecil -- secukupnya Gula merah -- Garam -- Sedikit pucuk daun kemangi --,"Cuci bersih ikan lele (tips biar lele gak licin waktu mencuci tambahkan sedikit air panas dan air utk mencuci agar lendir berkurang) potong mjd beberapa bagian. -- Balut ikan dengan bumbu racik ikan goreng beri sedikit perasan jeruk nipis. (Klo gaada bisa pake lada&garam) -- Rebus cabai dan tomat hingga layu(agar mudah di haluskan). Sembari menunggu haluskan bw.merah,bw putih,kemiri,jahe,trasi bakar dan gula merah. Lalu haluskan bersama cabai dan tomat yg sudah di rebus. Beri irisan jeruk sambal. -- Goreng lele sampai kering. Lalu tiriskan -- Tumis sambal/bumbu yg sudah di haluskan sampai harum dan matang (lebih enak pakai minyak bekas menggoreng ikan lele) beri sedikit garam, Masukan kemangi dan lele yg sudah di goreng. -- Tes rasa dan sajikan. --",5.0,/id/resep/4471791-sambal-ikan-lele,ikan lele cabai merah keriting cabai rawit tomat bawang merah bawang putih kemiri jahe terasi bauh jeruk sambal gula merah garam kemangi
Ikan cucut sambal pedas pake pete,"3 ikan cucut ukuran sedang -- 5 butir pete -- 2 butir bawang merah -- 1 butir bawang putih -- 1 butir tomat -- 1 lembar daun salam -- 3 butir cabai keriting -- 3 butir cabait rawit (sesuai selera) -- Garam, penyedap & gula putih secukup nya --","Rendam dahulu ikan cucut kurang lebih sampe 15 menit agar tidak terlalu asin bila d masak -- Goreng ikan cucut smpe setengah mateng -- Ulek cabai keriting,cabai rawit,bawang merah,bawang putih, dan tomat sampe halus -- Tumis bumbu tersebut hingga harum -- Lalu campurkan garam penyedap gula salam dan pete,bisa d tambah kan air secukup nya -- Masukan ikan cucut sampe bumbu nya meresap -- Lalu hidangkan --",5.0,/id/resep/4471645-ikan-cucut-sambal-pedas-pake-pete,ikan cucut pete bawang merah bawang putih tomat salam cabai keriting cabait rawit garam penyedap gula putih
Nila Goreng Sambal Matah,Fillet Nila -- Jeruk Lemon -- Bumbu Kuning Halus -- Ketumbar -- Merica -- Garam -- Daun Jeruk -- cabai Rawit Merah -- cabai Rawit Hijau -- Bawang Merah -- Minyak -- Bahan Membuat Bumbu Kuning Halus: -- 3 Siuang Bawang Merah -- 2 Siung Bawang Putih -- 1 Kunyit --,"Siapkan nila fillet (bisa diganti dengan dori/gurame), lumuri dengan perasan jeruk lemon minimal 15 menit. -- Lumuri dengan bumbu kuning halus, ketumbar bubuk, merica dan garam. Bila tidak ada bumbu kuning siap pakai, bisa membuat dari bawang merah 3, bawang putih 2, kunyit 1 lalu diblender. Diamkan selama 15-30 menit. -- Goreng ikan hingga matang lalu sisihkan. -- Iris daun jeruk, serai, cabai rawit merah, cabai rawit hijau, bawang merah. Lalu siram menggunakan minyak panas, aduk dgn sedikit ditekan. Lalu tuang ke atas ikan. Siap disajikan. --",7.0,/id/resep/4471725-nila-goreng-sambal-matah,fillet nila jeruk lemon kuning ketumbar merica garam jeruk cabai rawit merah cabai rawit hijau bawang merah minyak kuning siuang bawang merah bawang putih kunyit
Salmon (tetelan) Teriyaki,"250 gr tetelan salmon mentah -- 1/2 bagian jeruk lemon (peras airnya, sisihkan dgn buahnya) -- 2 ruas jahe (kupas, cuci bersih & digeprek) -- 500 gr jamur kuping (cuci bersih & iris tipis) -- 7 batang baby corn (cuci bersih & iris tipis) -- 1/4 bagian paprika hijau (cuci bersih & iris tipis) -- 6 cabai rawit (cuci bersih & iris kecil-kecil) -- 5 sdm kecap manis -- 1 sdm saus tiram Saori -- 3 sdm saus teriyaki Saori -- 1 siung bawang bombay kecil (cuci bersih & iris tipis) -- 4 butir bawang putih (cuci bersih, digeprek & iris tipis) -- 6 butir bawang merah (cuci bersih & iris tipis) -- 2 sdt garam -- 2 sdt lada putih -- 1/4 sdt lada hitam -- 750 ml air -- 1 ruas ibu jari lengkuas (kupas, cuci bersih & digeprek) -- 3 sdm minyak goreng --","Panaskan 500 ml air. Masukkan air perasan jeruk lemon, buah lemon pasca diperas & 1/2 ruas jahe. Biarkan sampai mendidih. -- Masukkan tetelan salmon, rebus hingga matang & bau amis menghilang (sekitar 20-25 menit dengan api sedang). Tambahkan 1 sdt garam & 1 sdt lada putih. -- Matikan kompor, tiriskan salmon yang sudah matang. -- Panaskan minyak goreng dengan api sedang. Tumislah bumbu (bawang putih, bawang merah, bawang bombay) hingga berbau harum. Masukkan paprika hijau & cabai rawit, tumis hingga baunya menyatu. -- Tambahkan kecap manis,saus teriyaki & saus tiram. Masukkan tetelan salmon matang, tumis bersama bumbu hingga berubah warna kecoklatan (tanda sudah menyatu dengan bumbu). -- Masukkan irisan jamur kuping & baby corn, tumis hingga jamur layu & baby corn menyatu dengan bumbu. Tambahkan 250 ml air, tunggu sampai jamur & baby corn matang. -- Kecilkan api ketika air sudah makin surut, masukkan 1,5 ruas jahe & 1 ruas lengkuas. Tambahkan 1 sdt garam, 1 sdt lada putih & 1/4 sdt lada hitam. -- Matikan api & pindahkaan masakan dari teflon ke piring saji. Tetelan salmon teriyaki siap disajikan bersama nasi merah hangat. --",6.0,/id/resep/4471381-salmon-tetelan-teriyaki,tetelan salmon jeruk lemon jahe jamur kuping baby corn paprika hijau cabai rawit kecap manis saus tiram saori saus teriyaki saori bawang bombay bawang putih bawang merah garam lada putih lada hitam air lengkuas minyak
Dadar telor ikan tongkol,1 ikan tongkol -- 2 butir telor -- 1 ikat daun bawang -- 1/2 sdt garam --,"Goreng ikan tongkol setengah matang lalu suwir² -- Potong² bawang daun lalu campur semua kocok jadi satu dalam wadah -- Goreng sesendok² klo dah kuning keemasan angkat lalu tiriskan, soap disajikan sebagai lauk sayur asem cucok banget -- Bisa jg langsung digoreng jadi satu pas nanti dipotong² sesuai selera, selamat mencoba moms 😊 --",2.0,/id/resep/4471290-dadar-telor-ikan-tongkol,ikan tongkol telor ikat bawang garam
